TITLE = "CFFC: 2D Advection Diffusion Equation Solution, Time Step/Iteration Level = 0, Time = 0"
VARIABLES = "x" \ 
"y" \ 
"u" \ 
"Vx" \ 
"Vy" \ 
"k" \ 
"s" \ 
"ValISu" \ 
"ISu" \ 
"ExactSoln" \ 
ZONE T =  "Block Number = 0" \ 
I = 60 \ 
J = 36 \ 
F = POINT 
  -1.12500000000000e+00 -1.25000000000000e+00  4.26073538999374e-04  6.25000000000000e+00 -5.62500000000000e+00 0 0 0.00000000000000e+00 0 0.00046457515181815
  -1.09375000000000e+00 -1.25000000000000e+00  4.94785239877749e-04  6.25000000000000e+00 -5.46875000000000e+00 0 0 0.00000000000000e+00 0 0.00052614070475894
  -1.06250000000000e+00 -1.25000000000000e+00  5.74781669560366e-04  6.25000000000000e+00 -5.31250000000000e+00 0 0 0.00000000000000e+00 0 0.00059467472452286
  -1.06250000000000e+00 -1.25000000000000e+00  5.43170713634150e-04  6.25000000000000e+00 -5.31250000000000e+00 0 0 0.00000000000000e+00 0 0.00059467472452286
  -1.03125000000000e+00 -1.25000000000000e+00  6.28454121605851e-04  6.25000000000000e+00 -5.15625000000000e+00 0 0 0.00000000000000e+00 0 0.00067074258080142
  -1.00000000000000e+00 -1.25000000000000e+00  7.27067539865058e-04  6.25000000000000e+00 -5.00000000000000e+00 0 0 0.00000000000000e+00 0 0.00075491349045418
  -1.00000000000000e+00 -1.25000000000000e+00  6.86564754733249e-04  6.25000000000000e+00 -5.00000000000000e+00 0 0 0.00000000000000e+00 0 0.00075491349045418
  -9.68750000000000e-01 -1.25000000000000e+00  7.91166067026049e-04  6.25000000000000e+00 -4.84375000000000e+00 0 0 0.00000000000000e+00 0 0.00084775123539234
  -9.37500000000000e-01 -1.25000000000000e+00  9.11162933149067e-04  6.25000000000000e+00 -4.68750000000000e+00 0 0 0.00000000000000e+00 0 0.00094980310668089
  -9.37500000000000e-01 -1.25000000000000e+00  8.59908948202901e-04  6.25000000000000e+00 -4.68750000000000e+00 0 0 0.00000000000000e+00 0 0.00094980310668089
  -9.06250000000000e-01 -1.25000000000000e+00  9.86538870132856e-04  6.25000000000000e+00 -4.53125000000000e+00 0 0 0.00000000000000e+00 0 0.0010615870081166
  -8.75000000000000e-01 -1.25000000000000e+00  1.13047752508513e-03  6.25000000000000e+00 -4.37500000000000e+00 0 0 0.00000000000000e+00 0 0.0011835767039583
  -8.75000000000000e-01 -1.25000000000000e+00  1.06652325002133e-03  6.25000000000000e+00 -4.37500000000000e+00 0 0 0.00000000000000e+00 0 0.0011835767039583
  -8.43750000000000e-01 -1.25000000000000e+00  1.21763115087433e-03  6.25000000000000e+00 -4.21875000000000e+00 0 0 0.00000000000000e+00 0 0.0013161852608927
  -8.12500000000000e-01 -1.25000000000000e+00  1.38756670256863e-03  6.25000000000000e+00 -4.06250000000000e+00 0 0 0.00000000000000e+00 0 0.0014597468143096
  -8.12500000000000e-01 -1.25000000000000e+00  1.30902208667242e-03  6.25000000000000e+00 -4.06250000000000e+00 0 0 0.00000000000000e+00 0 0.0014597468143096
  -7.81250000000000e-01 -1.25000000000000e+00  1.48649841468836e-03  6.25000000000000e+00 -3.90625000000000e+00 0 0 0.00000000000000e+00 0 0.0016144968830335
  -7.50000000000000e-01 -1.25000000000000e+00  1.68361384714659e-03  6.25000000000000e+00 -3.75000000000000e+00 0 0 0.00000000000000e+00 0 0.0017805515636608
