TITLE = "CFFC: 2D Structured Curvilinear Grid Block (Node Locations)"
VARIABLES = "x" \ 
"y" 
ZONE T =  "Block Number = 0" \ 
I = 4 \ 
J = 11 \ 
F = POINT 
  4.24334779333868e+00 -1.41350645727842e+00
  4.24311209107819e+00 -1.41374215953872e+00
  4.24287638881770e+00 -1.41397786179902e+00
  4.24264068655721e+00 -1.41421356405933e+00
  4.27528481843920e+00 -1.44544348240433e+00
  4.27504911617871e+00 -1.44567918466463e+00
  4.27481341391822e+00 -1.44591488692493e+00
  4.27457771165773e+00 -1.44615058918523e+00
  4.30722184353972e+00 -1.47738050753024e+00
  4.30698614127923e+00 -1.47761620979054e+00
  4.30675043901874e+00 -1.47785191205084e+00
  4.30651473675825e+00 -1.47808761431114e+00
  4.33915886864025e+00 -1.50931753265615e+00
  4.33892316637976e+00 -1.50955323491645e+00
  4.33868746411927e+00 -1.50978893717675e+00
  4.33845176185878e+00 -1.51002463943705e+00
  4.37109589374077e+00 -1.54125455778206e+00
  4.37086019148028e+00 -1.54149026004236e+00
  4.37062448921979e+00 -1.54172596230266e+00
  4.37038878695930e+00 -1.54196166456296e+00
  4.40303291884129e+00 -1.57319158290797e+00
  4.40279721658080e+00 -1.57342728516827e+00
  4.40256151432031e+00 -1.57366298742857e+00
  4.40232581205982e+00 -1.57389868968887e+00
  4.43496994394181e+00 -1.60512860803388e+00
  4.43473424168133e+00 -1.60536431029418e+00
  4.43449853942084e+00 -1.60560001255448e+00
  4.43426283716035e+00 -1.60583571481478e+00
  4.46690696904234e+00 -1.63706563315979e+00
  4.46667126678185e+00 -1.63730133542009e+00
  4.46643556452136e+00 -1.63753703768039e+00
  4.46619986226087e+00 -1.63777273994069e+00
  4.49884399414286e+00 -1.66900265828570e+00
  4.49860829188237e+00 -1.66923836054600e+00
  4.49837258962188e+00 -1.66947406280630e+00
  4.49813688736139e+00 -1.66970976506660e+00
  4.53078101924338e+00 -1.70093968341161e+00
  4.53054531698290e+00 -1.70117538567191e+00
  4.53030961472241e+00 -1.70141108793221e+00
  4.53007391246192e+00 -1.70164679019251e+00
  4.56271804434391e+00 -1.73287670853752e+00
  4.56248234208342e+00 -1.73311241079782e+00
  4.56224663982293e+00 -1.73334811305812e+00
  4.56201093756244e+00 -1.73358381531842e+00
ZONE T =  "Block Number = 1" \ 
I = 4 \ 
J = 11 \ 
F = POINT 
  4.24405490012014e+00 -1.41279935049751e+00
  4.24381919785965e+00 -1.41303505275782e+00
  4.24358349559916e+00 -1.41327075501812e+00
  4.24334779333868e+00 -1.41350645727842e+00
  4.27599192522067e+00 -1.44473637562342e+00
  4.27575622296018e+00 -1.44497207788373e+00
  4.27552052069969e+00 -1.44520778014403e+00
  4.27528481843920e+00 -1.44544348240433e+00
  4.30792895032119e+00 -1.47667340074933e+00
  4.30769324806070e+00 -1.47690910300964e+00
  4.30745754580021e+00 -1.47714480526994e+00
  4.30722184353972e+00 -1.47738050753024e+00
  4.33986597542171e+00 -1.50861042587524e+00
  4.33963027316122e+00 -1.50884612813555e+00
  4.33939457090073e+00 -1.50908183039585e+00
  4.33915886864025e+00 -1.50931753265615e+00
  4.37180300052224e+00 -1.54054745100115e+00
  4.37156729826175e+00 -1.54078315326146e+00
  4.37133159600126e+00 -1.54101885552176e+00
  4.37109589374077e+00 -1.54125455778206e+00
  4.40374002562276e+00 -1.57248447612706e+00
  4.40350432336227e+00 -1.57272017838736e+00
  4.40326862110178e+00 -1.57295588064767e+00
  4.40303291884129e+00 -1.57319158290797e+00
  4.43567705072328e+00 -1.60442150125297e+00
  4.43544134846279e+00 -1.60465720351327e+00
  4.43520564620230e+00 -1.60489290577358e+00
  4.43496994394181e+00 -1.60512860803388e+00
  4.46761407582381e+00 -1.63635852637888e+00
  4.46737837356332e+00 -1.63659422863919e+00
  4.46714267130283e+00 -1.63682993089949e+00
  4.46690696904234e+00 -1.63706563315979e+00
  4.49955110092433e+00 -1.66829555150479e+00
  4.49931539866384e+00 -1.66853125376509e+00
  4.49907969640335e+00 -1.66876695602540e+00
  4.49884399414286e+00 -1.66900265828570e+00
  4.53148812602485e+00 -1.70023257663070e+00
  4.53125242376436e+00 -1.70046827889100e+00
  4.53101672150387e+00 -1.70070398115131e+00
  4.53078101924338e+00 -1.70093968341161e+00
  4.56342515112537e+00 -1.73216960175661e+00
  4.56318944886489e+00 -1.73240530401691e+00
  4.56295374660440e+00 -1.73264100627722e+00
  4.56271804434391e+00 -1.73287670853752e+00
ZONE T =  "Block Number = 2" \ 
I = 4 \ 
J = 11 \ 
F = POINT 
  4.24476200690161e+00 -1.41209224371661e+00
  4.24452630464112e+00 -1.41232794597691e+00
  4.24429060238063e+00 -1.41256364823721e+00
  4.24405490012014e+00 -1.41279935049751e+00
  4.27669903200213e+00 -1.44402926884252e+00
  4.27646332974165e+00 -1.44426497110282e+00
  4.27622762748116e+00 -1.44450067336312e+00
  4.27599192522067e+00 -1.44473637562342e+00
  4.30863605710266e+00 -1.47596629396843e+00
  4.30840035484217e+00 -1.47620199622873e+00
  4.30816465258168e+00 -1.47643769848903e+00
  4.30792895032119e+00 -1.47667340074933e+00
  4.34057308220318e+00 -1.50790331909434e+00
  4.34033737994269e+00 -1.50813902135464e+00
  4.34010167768220e+00 -1.50837472361494e+00
